33,8,1.60
33,9,39.37
33,10,87.46
33,11,49.72
33,12,5.00
33,13,46.86
33,14,8.33
33,15,82.13
33,17,48.04
33,18,0.54
33,19,76.44
34,0,21.23
34,1,8.33
34,2,45.97
34,4,34.45
34,5,51.15
34,6,37.63
34,7,32.90
34,9,53.78
34,11,61.11
34,12,69.67
34,13,50.29
34,14,87.07
34,15,68.76
34,17,71.96
34,18,26.85
35,1,79.12
35,2,30.64
35,3,13.83
35,4,11.12
35,5,67.30
35,6,1.10
35,7,41.58
35,9,82.03
35,10,98.61
35,12,85.69
35,13,91.38
35,15,31.76
35,16,0.05
35,17,80.73
35,18,92.65
36,0,33.47
36,1,79.52
36,2,95.30
36,3,86.58
36,4,9.89
36,5,62.85
36,7,43.20
36,9,20.17
36,10,4.44
36,12,51.50
36,14,78.40
36,15,35.39
36,16,20.97
36,17,78.58
36,18,95.83
36,19,19.29
37,0,65.50
37,1,12.64
37,2,82.81
37,3,89.28
37,4,62.36
37,5,64.57
37,6,39.58
37,7,15.59
37,8,79.06
37,9,3.48
37,11,61.10
37,12,45.47
37,13,65.70
37,14,94.20
37,16,90.07
37,17,17.93
37,19,43.84
38,0,2.95
38,1,81.24
38,2,59.71
38,3,30.59
38,4,25.69
38,5,52.49
38,6,80.47
38,7,85.07
38,8,21.47
38,9,31.06
38,11,20.58
38,12,94.75
38,13,96.96
38,14,26.58
38,16,31.22
38,18,88.88
38,19,50.50
39,0,72.63
39,1,51.81
39,2,30.08
39,3,80.42
39,4,63.30
39,5,90.32
39,8,62.43
39,9,79.97
39,12,24.01
39,13,4.59
39,14,78.56
39,15,82.21
39,17,42.90
39,19,20.70
40,0,27.17
40,1,70.57
40,2,33.42
40,3,47.46
40,4,2.31
40,5,38.50
40,7,81.41
40,8,44.85
40,9,61.82
40,10,34.57
40,12,79.32
40,13,94.25
40,15,83.17
40,17,49.90
40,18,26.01
40,19,30.48
41,0,25.14
41,1,44.54
41,2,41.75
41,4,58.03
41,5,59.53
41,6,36.82
41,7,11.04
41,8,21.43
41,10,40.32
41,12,28.69
41,13,44.41
41,15,55.89
41,16,43.68
41,17,22.13
41,18,75.85
42,1,56.47
42,2,87.58
42,3,7.21
42,4,99.06
42,5,13.01
42,7,90.62
42,12,94.46
42,13,18.98
42,14,95.17
42,15,89.68
42,17,12.59
42,18,97.50
42,19,4.05
43,2,63.66
43,3,70.44
43,4,85.60
43,5,82.23
43,7,12.53
43,8,48.41
43,9,31.02
43,11,14.96
43,12,91.76
43,14,5.58
43,15,30.52
43,17,59.19
43,18,66.86
44,0,61.10
44,1,32.99
44,3,96.92
44,4,92.52
44,5,82.35
44,8,83.84
44,9,66.41
44,10,81.91
44,12,65.27
44,13,44.88
44,14,98.03
44,15,50.32
44,16,97.80
44,17,0.00
44,18,60.41
45,1,98.32
45,2,88.67
45,5,27.81
45,7,70.17
45,8,23.25
45,9,53.93
45,10,86.43
45,12,66.39
45,14,88.35
45,16,89.65
45,19,35.38
46,0,31.07
46,1,59.02
46,2,61.33
46,3,37.30
46,4,58.74
46,5,13.83
46,6,62.10
46,8,77.38
46,9,47.75
46,10,58.96
46,11,47.34
46,13,49.56
46,14,23.88
46,15,57.32
46,16,2.64
46,17,92.71
46,18,96.19
46,19,4.01
47,1,61.04
47,2,49.87
47,4,2.80
47,6,57.70
47,7,20.34
47,8,62.56
47,9,64.41
47,10,16.66
47,11,79.96
47,12,36.70
47,13,67.20
47,14,23.80
47,15,68.88
47,16,39.78
47,17,41.54
47,18,42.72
47,19,94.50
48,0,43.84
48,1,98.66
48,3,90.42
48,5,69.26
48,6,34.60
48,7,63.23
48,8,58.73
48,9,64.01
48,10,39.29
48,11,84.62
48,12,86.77
48,13,74.97
48,14,53.69
48,16,9.84
48,17,46.19
48,18,49.87
48,19,63.70
49,0,14.51
49,2,58.74
49,3,59.91
49,5,22.19
49,6,67.80
49,7,19.95
49,8,64.85
49,9,29.87
49,10,67.50
49,12,52.75
49,13,14.48
49,14,99.44
49,16,99.61
49,19,57.77
